id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
304	Hill Mari (Kozmodemjansk)	mrj		15	97	2	Галкин, И.С.; Исанбаев, Н.И.; Пенгитов, Н.Т.; Барцева З.Ф. (eds.) 1960. Современный марийский язык. Фонетика. Йошкар-Ола: Марийское книжное издательство		0	56.3	46.6			0
305	Bengali (Dhaka)	ben		3	11	2	Barman, Binoy. 2010. A contrastive analysis of English and Bangla phonemics. The Dhaka University Journal of Linguistics: vol. 2, n° 4, page: 19–42. Dhaka: Registrar, Dhaka University		0	23.810332	90.412518			0
306	Zhongu Tibetan			4	41	1	Sun, Jackson T.-S. 2003. Phonological profile of Zhongu: A new Tibetan dialect of Northern Sichuan. Language and linguistics 4.769–836.	Initial clusters with uvular preinitials.	0	32.640579	103.597121			0
307	Sora (Gumma Hills)	srb		8	63	1	Anderson, Gregory D.S.; and K. David Harrison. 2008. Sora. The Munda Languages, ed. by Gregory D.S. Anderson, 299–380. Routledge language family series. London: Routledge.		0	19.1912221	84.1857115			0
308	Itelmen	itl		24	126	2	Володин, А.П. 1976. Ительменский язык. Ленинград: Наука		0	57.795	158.347			0
309	Tay Yo	tyj		9	70	1	Ferlus, Michel. 2008. The Tai dialects of Nghệ An, Vietnam (Tay Daeng, Tay Yo, Tay Muong). In Anthony Diller, Jerold A. Edmondson & Luo Yongxian (eds.), The Tai-Kadai languages, 298–316. London & New York: Routledge.		0	19.3528917	105.1726816			0
310	Jah-Hut	jah		8	56	1	Diffloth, Gerard. 1976. Jah-Hut, an Austroasiatic Language of Malaysia. South-east Asian Linguistic Studies 2.73–118.		0	3.376993	102.201677			0
311	Wazirwola (North Wazīrī)	pst		3	14	2	Elfenbein, Josef. 1997. Pahsto phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 733–760. Winona Lake, Indiana: Eisenbrauns	/q/, /ʔ/, /h/ are marginal.	0	33.0	70.0			0
312	Kolyma Yukaghir	yux		25	129	2	Maslova, Elena. 1999. A grammar of Kolyma Yukaghir. Bielefeld: University of Bielefeld		0	65.5	151.1			0
313	Bakhtiari	bqi		3	14	2	Anonby, Erik; Ashraf Asadi. 2014. Bakhtiari Studies. Phonology, Text, Lexicon. Acta Universitatis Upsaliensis. Studia Iranica Upsaliensia 24. Uppsala: Uppsala Universitet	/eːi̯, oːu̯, au̯, æi̯, ɑːi̯, ɔi̯, ð̞/ are marginally phonemic.	0	32.0	50.0			0
314	Eastern Yiddish (Central)	ydd		3	8	2	Jacobs, Neil G. 2005. Yiddish. A Linguistic Introduction. New York: Cambridge University Press	Vowel nasalization is best explained in segmental terms. Outside Galicia, Volhynia and Podolia /ʀ/ is realized as /r/. /ə/ is only found in unstressed syllables. The phonetic quality of the vowels may be described somewhat inaccurately.	0	50.0	25.0			0
315	Kabardian (Baksan)	kbd		21	121	2	Matasović, Ranko. 2010. A short grammar of East Circassian (Kabardian). Zagreb	/o/ is only found in recent loanwords. /oː/, /iː/, /uː/, /eː/ are not underlyingly phonemic. Labiovelars are uvular and uvulars are postuvular under some analyses.	1	43.7	43.5	400		0
316	Varli (Dogri)	vav		3	11	2	Abraham G.; Hemalatha, Abraham. 2012. Varli phonology and grammar sketches. SIL International.		0	20.067425	73.175835			0
317	gSerpa			4	41	1	Sun, Jackson T.-S. 2006. Special linguistic features of gSerpa Tibetan. Linguistics of the Tibeto-Burman area 29.107–126.		0	31.879	100.722			0
318	Kurdish (Sorani)	ckb		3	14	2	Ernest N. McCarus. 1997. Kurdish phonology. Phonologies of Asia and Africa (Including the Caucasus), volume 1. Editor: Alan S. Kaye. Winona Lake, Indiana: Eisenbrauns		0	35.5	45.4			0
319	Bhujel	byh		4	22	1	Regmi, Dan Raj. 2012. A grammar of Bhujel. Languages of the world. Materials 492. Muenchen: LINCOM Europa.		0	27.851953	84.452763			0
320	Sakha (Standard)	sah		16	109	2	Tolkov, Igor. 2011. Phonetics of Sakha. University of Washington (http://igor.tolkov.com/essays/ling450paper.pdf)		0	62.0	130.0			0
321	Ho (Mayurbhanj)	hoc		8	63	1	Anderson, Gregory D.S.; Toshiki Osada; and K. David Harrison. 2008. Ho and the other Kherwarian languages. The Munda Languages, ed. by Gregory D.S. Anderson. Routledge language family series. London: Routledge.	“The phonemic status of ɳ is dubious as is the opposition of ɲ and ŋ”.	0	22.0086978	86.41873			0
322	Tshangla	tsj		4	42	1	Andvik, Erik E. 2010. A grammar of Tshangla. Leiden ; Boston: Brill.		0	27.3385	91.54805			0
323	Icelandic	isl		3	8	2	Thráinsson, Höskuldur. 1994. Icelandic. The Germanic Languages (eds.: König, Ekkehard; van der Auwera, Johan), 142-189. London: Routledge	/h/ is sometimes treated as pre-aspiration. /x/ is technically an allophone of |kʰ| (V__s,t OR #__ʋ). /j/ corresponds to two distinct underlying phonemes, one of which alternates with /ɣ̞/. Overall, velars and palatals are in a complex distribution. The interdentals are in a simple distribution (/θ̻/ only occurs word-initially and before a voiceless consonant). /m̥/, /ɲ̥/, /ŋ̥/, /ɲ/ are non-phonemic. /ŋ/ is marginally phonemic __l,s̺ as a result of a deleted /k/. /ʏi̯/, /ɔi̯/ are non-phonemic. Vowel length is almost always predictable (there are two or three exceptions). /ɫ/, /ɫ̥/, /ʔ/ might be included in certain analyses.	0	64.0	-22.0			0
324	Bengali (Bangladeshi Standard)	ben		3	11	1	Sameer ud Dowla Khan (2010). Bengali (Bangladeshi Standard). Journal of the International Phonetic Association, 40, pp 221-225 doi:10.1017/S0025100310000071		0	23.810332	90.412518			0
325	Yousafzai Pashto (Peshāwar)	pbu		3	14	2	Elfenbein, Josef. 1997. Pahsto phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 733–760. Winona Lake, Indiana: Eisenbrauns	/ʒ/ is present in some other subdialects, in Peshāwar it merged into /dʒ/.	0	34.0	71.6			0
326	Lemi Chin			4	29	1	Herr, Kristen Elizabeth (2011). The phonological interpretation of minor syllables, applied to Lemi Chin. Unpublished Master’s thesis. Chiang Mai: Payap University.	Lemi Chin is a sesquisyllabic language with some words having the form C.CV or CV̆.CV.	0	21.947245	92.65764			0
327	Byangsi	bee		4	24	1	Trivedi, G.M. 1991. Descriptive grammar of Byansi, a Bhotiya language. Calcutta: Anthropoligical Survey of India, Govt. of India, Ministry of Human Resource Development, Dept. of Culture.	The diphthongs are not listed: “Byansi has three types of two vowel sequences in the medial and final position. It does not permit a vowel sequence in initial position. In all the vowel sequences the first one is a front vowel which forms the syllable peak, whereas the second one is back—u in most of the cases” (p. 9).	0	30.103544	80.836844			0
328	Lhomi Tibetan	lhm		4	41	1	Vesalainen, Olavi. 2016. A Grammar Sketch of Lhomi. (SIL Language and Culture Documentation and Description, 34) Dallas: SIL International.	Breathy voice is a sign of low register, which is can also be realised as low pitch: “My observation is that the pitch is not very well audible with most male speakers. It is the clear and creaky vowels that help the hearer to distinguish between high and low register words. Some women speakers seem to change the pitch also. I argue that it is the vowel quality (tense/lax) that is contrastive, not the pitch. High register (tense) words are also more stressed than the low register ones (word stress). These observations need to be either confirmed or refuted by a detailed study” (p. 6). NB: the author seems to use the terms ‘breathy’ and ‘creaky’ interchangeably.	0	27.749097	87.376366			0
329	Shaoxing Chinese			4	38	1	Zhang, Jisheng. 2006. The phonology of Shaoxing Chinese. Ph.D. thesis. Leiden Universit	The phonemic analysis of the vowels was not followed.	0	29.992894	120.587941			0
330	Khowar	khw		3	11	1	Liljegren, H., & Khan, A. A. (2016). Khowar. Journal of the International Phonetic Association, 1-11.	Distinctive low-rising tone is characteristic of only a number of words.	0	36.278165	72.519614			0
331	Palula	phl		3	11	1	Liljegren, H., & Haider, N. (2009). Palula. Journal of the International Phonetic Association, 39(03), 381-386.	“Aspiration is best considered a property of the lexical stem, rather than as a segment or a secondary articulation of any one segment. The feature occurs only once in a (phonological) word, in a majority of cases word-initially...” (p. 384) “The voiced aspirated sounds are normally phonetically realized with breathy voice during their release, and/or the vowel that immediately follows is pronounced with (at least partial) breathy voice... The voiced aspiration or ‘breathiness’ is also somewhat mobile within the syllable, and for some words even beyond the realm of a single syllable.” (p. 385) Contour pitch accents are distinguished on long vowels (déedi ‘paternal grandmother’ vs. deédi ‘burnt [F]’).	0	35.434444	71.745556			0
332	Ushojo	ush		3	11	1	Decker, Sandra J. (1992). Ushojo. Languages of Kohistan, ed. by Calvin R. Rensch, Sandra J. Decker & Daniel G. Hallberg, 65–80. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University.	The description is highly preliminary.	0	35.127722	72.607694			0
333	Sanglechi	sgy		3	14	1	Yusufbekov Sh. P. Sanglichskiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.	The list of syllable templates is not exhaustive and represents ‘the most characteristic types’.	0	36.45	71.3			0
334	Shughni	sgh		3	14	1	Edelman Dž. I., Sh. P. Yusufbekov, Shugnankiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.		0	37.70499	72.20616			0
335	Rushani			3	14	1	Edelman Dž. I., Sh. P. Yusufbekov, Rushanskiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.	The statements on the possibility of initial clusters are contradictory. On the one hand, ‘Words and morphemes cannot start with CC-’. On the other hand, breaking up of initial clusters in inherited words and loan-words is ‘optional’.	0	38.071034	72.137172			0
336	Khufi			3	14	1	Edelman Dž. I., Sh. P. Yusufbekov, Kufskiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.		0	38.025613	72.370631			0
337	Sarikoli	srh		3	14	1	Edelman Dž. I., Sh. P. Yusufbekov, Sarykolskiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.	Only the ‘dominant’ syllable types are given in the description.	0	37.7666	75.216			0
338	Yazghulami	yah		3	14	1	Edelman Dž. I. Yazghulamskiy yazyk. In Rastorgueva V., Dž. I. Edel'man, and V. V. Moškalo. 1999. Vostočnoiranskie Yazyki. (Yazyki Mira: Iranskie Yazyki, III.) Moscow: Indrik.	Only ‘optimal’ syllable templates are given in the description. Voiceless consonants are aspirated word initially and before stressed vowels. Some plosive palatalise before front vowels and often word finally.	0	38.239251	71.555667			0
339	Southwest Pashai	psh		3	11	1	Грюнберг, Александр Леонович. 1999. Пашаи язык. Языки мира. Дардские и нуристанские языки, ред. Джой Иосифовна Эдельман, 72–80. Москва: Индрик.	The phonological status of the sound ‘ä’ is unclear.	0	34.853784	69.647752			0
340	Gawarbati	gwt		3	11	1	Morgenstierne, Georg. 1950. Notes on Gawar-bati. Videnskaps Akademi Skrifter.1-2; Akhtarjan Kohistani, manuscript, n.d.; Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge.	Vowel inventory is tentative.	0	35.303664	71.54159			0
341	Grangali	nli		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Grjunberg, Aleksandr L. 1971. K dialektologii dardskikh jazykov (glangali i zemiaki). Indijskaja i iranskaja filologija. Voprosy dialektologii, 3–29. Moscow: Nauka.	[j] occurs in borrowings.	0	34.98459	70.907166			0
342	Tirahi	tra		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Edelman, Dzhoi. 1983. The Dardic and Nuristani Languages. Moscow: Nauka.	The coordinates are tentative.	0	33.047111	68.791197			0
343	Kalam (Swat-Dir) Kohistani	gwc		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Baart, Joan L. G. 1995. The Tones of Kalam Kohistani (Garwi, Bashkarik), paper presented at the Third International Hindukush Cultural Conference. Chitral, Pakistan; Baart, Joan L. G. 1997. The Sounds and Tones of Kalam Kohistani. Islamabad: National Institute of Pakistan Studies; SIL.	“Aspiration almost always co-occurs with L or LH melody, while lack of aspiration often co-occurs with H, HL or H(L) [delayed high-to-low falling, 551 in my notation, D.N.] (Baart 1995: 13–14). Stress is also predictable from tone (Baart 1997: 48)” (Bashir 2007: 860). “f, q, ɣ, z, and x occur mostly in loanwords (Baart 1995: 5)” (Bashir 2007: 861). Aspiration is losing its contrastiveness; minimal pairs are rare.	0	35.478979	72.591237			0
344	Torwali	trw		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge.	“The status of length is not certain” (p. 865). The phoneme [f] is given in parentheses without comments.	0	35.153851	72.531949			0
345	Wotapuri-Katarqalai	wsv		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Buddruss, Georg. 1960. Die Sprache von Wotapur und Katarqala. Bonn: Orientalische Seminar der Universität Bonn.	“Tonal contours were observed in some words, but phonemic oppositions not attested. Stress is strong and falls on the final syllable of nominal and verbal stems regardless of length; unstressed vowel are reduced (Bd: 15)” (Bashir 2007: 869).	0	34.984216	71.03929			0
346	Indus Kohistani (Kanyawali)	mvy		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Buddruss, Georg. 1959. Kanyawali. Proben eines Maiyā̃ Dialektes aus Tangir (Hindukush). Munich: J. Kitzinger.	“Vowels ī, ē, ā and a are distinct phonemes... The status of length for ī, ē and of o/ō/u/ū is unclear (Bd: 9)” (Bashir 2007: 875)	0	35.673435	73.437842			0
347	Shina (Gilgit)	scl		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Radloff, Carla F. 1999. Aspects of the Sound System of Gilgiti Shina. Islamabad: National Institute of Pakistan Studies; Quaid-i-Azam University; SIL.	Shina has a pitch accent system distinguishing between rising and falling accents on long vowels.	0	35.916112	74.314293			0
348	Koyi Rai	kkt		4	28	1	Aimée Lahaussois. Koyi Rai: An initial grammatical sketch. Himalayan Linguistics Archive 4. (2009) 1-33.		0	27.392354	86.887347			0
349	Jero	jee		4	28	1	Jean Robert Opgenort. 2005. A Grammar of Jero With a Historical Comparative Study of the Kiranti Languages. Brill. xxvi, 406 pp.	“In indigenous Jero words, the use of retroflex or apico-postalveolar stops in place of alveolar stops is generally determined by personal style or preference.” (p. 61) “Affricate obstruents are not generally found in syllable-final position, except in loans from Nepali. The approximants /h/, /y/ and /w/ do not appear in syllable-final position.” (p. 60)	0	27.194392	86.37043			0
350	Poula	pmx		4	30	1	Sahiinii, Lemaina V. and Barika, Khyriem. 2015. Poula phonetics and phonology: An initial overview. North East Indian Linguistics 7, 47-62. Canberra, Australian National University: Asia-Pacific Linguistics Open Access.		0	25.394561	94.148133			0
351	Daai Chin	dao		4	29	1	So-Hartmann, Helga. 2009. A descriptive grammar of Daai Chin. (STEDT Monograph Series, 7.) Berkeley: Center for Southeast Asia Studies.	Velar stops are in free variation with /ç, çʰ/. Word-final stops are unreleased. Long monophthong vowels are never found in open syllables. Short vowels in syllables with stops in the coda position do not display length distinctions.	0	21.193375	94.05623			0
352	Eastern Armenian (Standard)	hye		3	5	1	Dum-Tragut, Jasmine. Armenian: Modern Eastern Armenian. John Benjamins Publishing, 2009.	“Glottalised plosives occur in various Armenian dialects and can also be found in the Eastern Armenian vernacular based on the Yerevan dialect, but according to normative grammars, S[tandard] M[odern] E[eastern] A[rmenian] shows no glottalised voiceless plosives” (p. 17–18). The language shows complex patterns of initial (and to some extent final) clusters, but they are always broken up by epenthetic vowels. CCVCC seems to be the most complex structure allowed.	0	40.1791857	44.4991			0
353	Southern Luri	luz		3	14	1	Anonby, Eric John. 2003. A Phonology of Southern Luri. LINCOM publishers		0	30.308856	51.624692			0
354	Kumzari	zum		3	14	1	Anonby, Erik John. 2011. Illustrations of the IPA: Kumzari. Journal of the International Phonetic Association 41(3):375–380.		0	26.166731	56.246534			0
355	Koroshi	ktl		3	14	1	Nourzaei, M., Jahani, C., Anonby, E., and Ahangar, A.A., 2015. Koroshi. A Corpus-based Grammatical Description. Uppsala: University of Uppsala.	Diphthongs are analysed as CV sequences in the descriptions.	0	29.460345	52.587889			0
356	Gilaki	glk		3	14	1	Rastorgueva, V. S., A. A. Kerimova, A. K. Mamedzade, L.A. Pireiko, and D. I. Edel’man. 2012. The Gilaki Language. English translation, editing and expanded content by Ronald M. Lockwood. Uppsala: University of Uppsala		0	37.283305	49.578807			0
357	Alqosh Neo-Aramaic	cld		17	113	1	Coghill, Eleanor. 2003. The Neo-Aramaic Dialect of Alqosh. Ph.D. thesis. University of Cambridge.		0	36.733622	43.097413			0
358	Amədya Neo-Aramaic			17	113	1	Greenblatt, Jared R. 2011. The Jewish Neo-Aramaic Dialect of Amədya. Brill.		0	37.1	43.5			0
359	Arbel Neo-Aramaic			17	113	1	Khan, Geoffrey. 1999. A Grammar of Neo-Aramaic. The Dialect of the Jews of Arbel. Brill.	[tʃʰ] and [dʒ] are in variation with [tsʰ] and [dz] in the speech of some informants. [x] and [ɣ] alternate with [χ] and [ʁ] respectively. Initial clusters starting with a sibilant or ending with /l, r, m, n, j/ are less amenable to be broken up by an epenthetic vowel.	0	36.1974138	42.8878758			0
360	Betanure Neo-Aramaic			17	113	1	Mutzafi, Hezy. 2008. The Jewish Neo-Aramaic Dialect of Betanure (province of Dihok). Otto Harrassowitz Verlag		0	37.1025246	43.5039625			0
361	Barwar Neo-Aramaic			17	113	1	Khan Geoffrey. 2008. The Neo-Aramaic Dialect of Barwar. Brill.	Initial clusters are often broken up by epenthentic vowels.	0	37.107349	43.491099			0
362	Kati	bsh		3	11	1	Грюнберг, Александр. 1980. Языки Восточного Гиндукуша. Язык Кати. Тексты. Грамматический очерк. Наука: Москва.	"The ʲ diacritic denotes both palatalisation and ""iotation"" (appearance of [j] in front of the next vowel). Retroflex consonants consistently show iotation; other segments vary."	0	35.341	70.464			0
363	Kalkoti	xka		3	11	1	Liljegren, Henrik. 2013. Notes on Kalkoti: A Shina Language with Strong Kohistani Influences. Linguistic Discovery 11.1:129-160.	Nasalisation seems to be phonemic, but it is an area needing further research, and subsequently no separate series of nasal vowels along with an oral series is introduced here (p. 138). The analysis is preliminary, especially regarding tone. Final clusters with nasals tend to be simplified.	0	35.416398	72.181151			0
364	Darra-i-Nur Pashai (Southeast Pashai)	psi		3	11	1	Morgenstierne, Georg. 1973. Indo-Iranian Frontier Languages, Vol. III, the Pashai Language, Part 1, Grammar (2nd ed.), Oslo: Universitetsforlaget; Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge.	Vowel inventory is not phonologised. Tonal distinctions are noted, but not described.	0	34.702778	70.601944			0
365	Shumashti	sts		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Morgenstierne, Georg. 1945. Notes on Shumashti. Norsk Tidsskrift for Sprogvidenskap 13.240–281.	[u̯] is listed among the consonants alongside [w]. [j] and [h] are listed in parentheses.	0	34.6108	70.7569			0
366	Dameli	dml		3	11	1	Bashir, Elena. 2007. Dardic. The Indo-Aryan languages, ed. by George Cardona and Dhanesh Jain, 818–894. Routledge language family series. London: Routledge; Morgenstierne, Georg. 1942. Notes on Dameli. Norsk Tidsskrift for Sprogvidenskap 12.115–198.	[x] and [ɣ] occur in loanwords. Vowels are lengthened under stress; phonological status of length is unclear.	0	35.303901	71.643766			0
367	Kalasha (Northern)	kls		3	11	1	Bashir, Elena. 1988. Topics in Kalasba syntax: An areal and typological perspective. The University of Michigan.	Status of phonemic length and tonal distinctions is unclear.	0	35.700556	71.691667			0
368	Mehweb			5	133	1	Moroz George. 2016. Phonology of Mehweb, in: Mehweb. Selected essays on phonology, morphology and syntax / Ed. by M. Daniel, D. Ganenkov, N. Dobrushina. Berlin : Language Science Press. Ch. 3. P. 22-34.		0	42.251979	47.047631			0
369	Xong	mmr		23	124	1	Sposato, Adam Michael. 2015. A grammar of Xong. University at Buffalo.		0	28.08118	109.38727			0
370	Tujia (Northern)	tji		4	17	1	Brassett, Cecilia.; Philip Brassett.; and Meiyan Lu. 2006. The Tujia language. Languages of the world. Materials 455. München: Lincom Europa.	The symbol /ɜ/ was used to represent a purportedly front nasalised vowel. It was recorded as /ɛ/, like the oral vowel.	0	29.016102	109.568625			0
371	Karbi (Hills)	mjw		4	17	1	Konnerth, Linda. 2014. A Grammar of Karbi. PhD thesis. University of Oregon.	/ɛ/ and /ɔ/ are marginal and occur only in a handful of morphemes. Additionally, a marginal segment /oʷ/ is posited. Vowel-initial syllables acquire a non-phonemic initial glottal stop. Diphthongs only occur in open syllables. The low tone corresponds to the average speaking pitch. The functional load of tone is low.	0	25.840397	93.431684			0
372	Dakpa	dka		4	26	1	Hyslop, Gwendolyn; and Karma Tshering. 2009. Preliminary Notes on Dakpa (Tawang Monpa). North East Indian linguistics. Vol. 2, ed. by Stephen Morey and Mark Post, 3–24. New Delhi: Cambridge University Press India.	The analysis is preliminary. The list of licit finals may be incomplete. ‘We also transcribed ɛ, ɔ, ü, and əɔ, however, these four were not consistently transcribed and their presence in the language remains the most nebulous of all. We are unable to say whether each of these vowels or diphthongs represent a phonemic contrast or not. Long versus short vowels were also transcribed in open syllables, but it remains unknown whether or not they represent a contrast in the language’ (p. 11). ‘Of particular interest in Dakpa is the presence of voiceless vowels,  which are found word-finally and appear to be restricted to the high vowels’ (p. 12).	0	27.570229	91.875663			0
373	Thebo Tibetan (G-yi.ba)	cda		4	41	1	Lin, You-Jing. 2014. Thebo. Phonological Profiles of Little-Studied Tibetic Varieties, ed. by Jackson T.-S. Sun, 211–263. Language and Linguistics Monograph Series 55. Taipei: Institute of Linguistics, Academia Sinica.	The nearby Tshong.ru variety also has three voiceless prenasalised consonants, but only in a word-medial position. Tones 51 and 33 on short vowels can be thought of as corresponding to 44 and 24 on long vowels.	0	34.135552	103.144813			0
374	Jingpho (Gauri)	kac		4	134	1	Kurabe, Keita. 2015. Issues in the historical phonology of Gauri Jingpho. Himalayan Linguistics 14.1–19.	Diphthongs only occur in open syllables.	0	24.367651	97.514087			0
375	Estonian	ekk		15	96	1	Asu, Eva Liina.; and Pire Teras. 2009. Estonian. Journal of the International Phonetic Association 39.367–372. doi:10.1017/S002510030999017X.	The phonological analysis of vowel and consonant length follows Lehiste, Ilse. 1965. The Function of Quantity in Finnish and Estonian. Language 41.447–456. doi:10.2307/411787: “In the first syllable of a polysyllabic word, all nine vowels occur in three contrastive quantities” (p. 450); “The maximum number of consonantal quantity contrasts is found in the posi- tion between the vowel of the first syllable and that of the second. All consonants (except /v/) occur in this position in three contrastive quantities” (p. 450). The obligatory simplification of initial consonant clusters in loanwords is no longer productive in contemporary Estonian, but native words do not contain initial clusters.	0	59.4	24.7			0
376	Standard Arabic (Kuwait)	afb		17	112	1	Thelwall, Robin.; and Akram M. Sa’adeddin. 1990. Arabic. Journal of the International Phonetic Association 20.37–39.	“[x] is accompanied by uvular trill” (p. 53). The description of the syllable structure follows Al Tamimi, Yasser A.S.; and Yousef Al Shboul. 2013. Is the phonotactics of the Arabic complex coda sonority-based? Journal of King Saud University – Languages and Translation 25.21–33. doi:10.1016/j.jksult.2012.12.003.	0	29.31166	47.481766			0
377	Catalan (Eastern, Barcelona)	cat		3	15	1	Carbonell, Joan F.; and Joaquim Llisterri. 1992. Catalan. Journal of the International Phonetic Association 22.53–56.	The initial clusters are described following Wheeler, Max. 2005. The phonology of Catalan. The phonology of the world’s languages. Oxford ; New York: Oxford University Press.	0	41.385064	2.173403			0
378	Iron Ossetic	oss		3	14	1	David Erschler. 2017. Iron Ossetic. To appear in Polinsky, Maria (ed.) Handbook of the languages of the Caucasus. OUP.  Draft	“In standard Iron, /ts/ only survives in certain clusters. Glottal consonants are marginal; the glottal stop /ʔ/ is automatically epenthesized before word-initial /a/, /ɐ/, and /ə/, and sometimes between vowels. The glottal fricative /h/ is present in very few words... Labialized consonants may be alternatively analyzed as sequences of the respective consonant and the labial glide /w/” (p. 4). “No processes are known that would target syllables. Word-initial clusters are of the form šC, a schwa may be inserted word-initially to resolve the cluster. A glottal stop is often inserted to avoid a null onset word-initially. Word-final clusters usually consist of two consonants (e.g. ruχš ‘light’; bərənk’ ‘tip’, kalm ‘snake’), although some triconsonantal ones exist as well: wɐχšk ‘shoulder’; ɐχšt ‘shot’” (p. 5).	0	42.974399	44.249359			0
379	Croatian	hrv		3	16	1	Landau, Ernestina; Mijo Lončarić; Damir Horga; and Ivo Škarić. 1995. Croatian. Journal of the International Phonetic Association 25.83–86.	Croatian has distinctive rising and falling pitch contours on short and long stressed syllables. Monosyllabic words always have a falling accent. Falling accents only appear on the first syllable (except for a couple of exclamations); rising accents may appear on any syllable but the last. The description of the syllable structure follows Uzelac, Steven. 1971. Phonological constraints in Serbo-Croatian syllable margins and markedness in generative phonology. MA thesis. Simon Fraser University.	0	45.566801	17.360984			0
380	Persian (Tehran)	pes		3	14	2	Windfuhr, Gernot L. 1997. Phonologies of Asia and Africa (including the Caucasus), volume 1. Editor: Alan S. Kaye. Winona Lake, Indiana: Eisenbrauns; Majidi, Mohammad-Reza.; and Elmar Ternes. 1999. Persian (Farsi). Handbook of the International Phonetic Association: a guide to the use of the International Phonetic Alphabet, 123–124. Cambridge, U.K. ; New York, NY: Cambridge University Press.		0	35.7	51.4			0
381	Portuguese (Lisbon)	por		3	15	1	Cruz-Ferreira, Madalena. 1999. Portuguese (European). Handbook of the International Phonetic Association: a guide to the use of the International Phonetic Alphabet, 126–127. Cambridge, U.K. ; New York, NY: Cambridge University Press.	Syllable structure is described following Azevedo, Milton Mariano. 2005. Portuguese: a linguistic introduction. Cambridge, UK ; New York: Cambridge University Press.	0	38.7222524	-9.139			0
382	Thai (Standard)	tha		9	70	1	Tingsabadh, M. R. Kalaya; and Arthur S. Abramson. 1993. Thai. Journal of the International Phonetic Association 23.24–28. doi:10.1017/S0025100300004746.	Final /p, t, k, ʔ/ are unreleased. Final /ʔ/ is omitted in unstressed position, possibly with a change of tone. Some speakers lose /r/ in favour of /l/.	0	13.7563309	100.501765			0
383	Francoprovençal (St. Martin-en-Haut)	frp		3	15	1	Kasstan, Jonathan Richard. 2015. Lyonnais (Francoprovençal). Journal of the International Phonetic Association 45.349–355. doi:10.1017/S0025100315000250.	The inventory of diphthongs is not exhaustive.	0	45.653968	4.558849			0
384	Gascon (Béarnais)	oci		3	15	1	Mooney, Damien. 2014. Béarnais (Gascon). Journal of the International Phonetic Association 44.343–350. doi:10.1017/S002510031400005X.		0	43.344444	-0.182203			0
