iso_code	inventory_id	name	Contributor_ID	count_phonemes	count_consonants	count_vowels	count_tones	glot_fam	pop	forty_mean	continent	names	p_a	source	wals_code	wals_value	wals_p_a	round_count_tones	lat	lon
kws	1291	kwezo	GM	25	16	6	3	Atlantic-Congo	60000	3.694	Africa	KWESE,KWESE_2,KWEZO	1	phoible	NA	NA	NA	3	-5	18.83
kxd	2225	Kedayan	UZ	22	18	4	0	Austronesian	346000	5.221	S/SE Asia	BRUNEI	0	phoible	NA	NA	NA	0	4.94	114.94
kxm	479	Northern Khmer	EA	NA	NA	NA	0	Austroasiatic	1400000	3.432	S/SE Asia	SURIN	0	phoible	NA	NA	NA	0	14.58	103.25
kxs	multiple	Kangjia	multiple	36	27	9	0	Mongolic	1000	4.042	N-C Asia	KANGJIA	0	phoible	NA	NA	NA	0	35.41	102.08
kxu	1752	Kui	RA	39	20	19	0	Dravidian	916000	4.397	S/SE Asia	KUI	0	phoible	NA	NA	NA	0	20	83.5
kxv	multiple	Kuvi	multiple	42	25	17	0	Dravidian	158000	4.507	S/SE Asia	KUVI,KUWI	0	phoible	NA	NA	NA	0	18.75	82.67
kya	1646	Eciruuri	GM	29	17	10	2	Atlantic-Congo	100000	3.712	Africa	KWAYA,KWAYA_2	1	phoible	NA	NA	NA	2	-1.8	33.7
kye	1306	Krache	GM	44	17	24	3	Atlantic-Congo	58000	4.135	Africa	KRACHE,KRACHI	1	phoible	NA	NA	NA	3	7.96	0.04
kyh	88	Karok	SPA	41	27	11	3	Karuk	12	4.025	W N America	KAROK	1	phoible	krk	2	1	3	41.67	-123
kza	743	karaboro	AA	45	20	21	4	Atlantic-Congo	30200	3.8	Africa	WESTERN_KARABORO	1	phoible	NA	NA	NA	4	10.67	-4.5
kzr	744	karaŋ	AA	40	30	6	4	Atlantic-Congo	18000	3.103	Africa	KARANG,NDOK_MBALI	1	phoible	NA	NA	NA	4	7.67	15
lad	multiple	Judeo-Spanish	multiple	29.5	20	9.5	0	Indo-European	137000	5.05	W and SW Eurasia	JUDEO_ESPAGNOL	0	phoible	NA	NA	NA	0	40	33
lae	1778	Pat̩t̩an̩i	RA	44	38	6	0	Sino-Tibetan	16000	3.212	S/SE Asia	PATTANI	0	phoible	NA	NA	NA	0	32.75	76.75
laj	1445	Lango	GM	40	18	20	2	Nilotic	2130000	3.6	Africa	LANGO	1	phoible	lan	2	1	2	2.17	33
lao	multiple	Lao (Vientiane)	multiple	36	21	15	2.67	Tai-Kadai	3624200	2.987	S/SE Asia	LAO,LAOTIEN,TAI_NONG_KHAI	1	phoible	NA	NA	NA	3	18	103
las	760	lama	AA	53	17	33	3	Atlantic-Congo	258000	3.733	Africa	LAMA	1	phoible	NA	NA	NA	3	9.67	1.17
lbc	26	Lakkia	SPA	59	31	22	6	Tai-Kadai	9000	3.154	S/SE Asia	JINXIU_LAKKIA,LAKKJA	1	phoible	lkk	3	1	6	24.08	110.17
lbe	multiple	Lak	multiple	68.5	59	9.5	0	Nakh-Daghestanian	154820	3.929	W and SW Eurasia	LAK,LAK_2	0	phoible	lak	1	0	0	42.17	47.17
lbj	multiple	Ladakhi	multiple	41.5	35	6.5	0	Sino-Tibetan	117000	3.031	S/SE Asia	LADAKHI	0	phoible	lad	1	0	0	34	78
lby	multiple	Lamalama	multiple	29	26	3	0	Pama-Nyungan	3	4.257	Australia	LAMALAMA_COASTAL,LAMALAMA_INLAND	0	phoible	NA	NA	NA	0	-14.5	144.17
lea	1259	lega-shabunda	GM	38	18	14	6	Atlantic-Congo	400000	3.533	Africa	LEGA,LEGA_SHABUNDA,LEGA_SHABUNDA_2	1	phoible	NA	NA	NA	6	-2.83	27.17
led	762	lendu	AA	55	43	8	4	Central_Sudanic	768900	2.703	Africa	LENDU,LENDU_2,LENDU_DDRADHA,LENDU_DJADHA,LENDU_NJAWDHA,LENDU_PIDHA,LENDU_TADHA	1	phoible	NA	NA	NA	4	2	30.5
lee	multiple	lyélé	multiple	39	22.5	13	3.5	Atlantic-Congo	213000	3.351	Africa	LYELE,LYELE_2	1	phoible	NA	NA	NA	4	12.5	-2.67
lef	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	48900	4.15	Africa	BUEM_LELEMI	1	wals	llm	2	1	NA	7.33	0.5
lej	1338	Lengola	GM	32	24	5	3	Atlantic-Congo	100000	3.158	Africa	LENGOLA,LENGOLA_2	1	phoible	NA	NA	NA	3	-0.5	25
lem	798	nɔmaa	AA	30	14	14	2	Atlantic-Congo	6000	3.447	Africa	MANDI_CAMEROON,NOMAANDE,NOMAANDE_2	1	phoible	NA	NA	NA	2	4.7	11.2
lep	1758	Lepca	RA	36	26	10	0	Sino-Tibetan	69800	3.297	S/SE Asia	LEPCHA	0	phoible	NA	NA	NA	0	27.17	88.5
les	1636	Balese	GM	42	29	10	3	Central_Sudanic	50000	3.526	Africa	BALESE	1	phoible	NA	NA	NA	3	2	29
lez	multiple	Lezgian (İsmayıllı)	multiple	71.5	63	8.5	0	Nakh-Daghestanian	633610	3.435	W and SW Eurasia	KUBA_LEZGI,LEZGI,LEZGIAN,MIKRAKH_LEZGI	0	phoible	lez	1	0	0	41.36	48.51
lgg	multiple	Logbara	multiple	40.5	26	11.5	3	Central_Sudanic	1940000	3.171	Africa	LUGBARA,LUGBARA_10,LUGBARA_2,LUGBARA_3,LUGBARA_4,LUGBARA_5,LUGBARA_6,LUGBARA_7,LUGBARA_8,LUGBARA_9	1	phoible	lug	3	1	3	3.08	30.92
lgn	1486	Opo	GM	25	20	5	0	Koman	5000	4.143	Africa	LANGA	0	phoible	NA	NA	NA	0	8.33	33.92
lgq	1541	Logba	GM	35	25	7	3	Atlantic-Congo	7500	3.312	Africa	IKPANA,LOGBA	1	phoible	NA	NA	NA	3	6.92	0.42
lhm	328	Lhomi Tibetan	EA	NA	NA	NA	0	Sino-Tibetan	9320	3.765	S/SE Asia	LHOMI	0	phoible	NA	NA	NA	0	27.67	87.42
lhu	multiple	Lahu	multiple	43	25	15.5	4	Sino-Tibetan	540850	3	S/SE Asia	LAHU,LAHU_2	1	phoible	lah	3	1	4	20	98.17
lia	766	limba	AA	24	17	7	0	Atlantic-Congo	442000	3.674	Africa	WEST_CENTRAL_LIMBA,WEST_CENTRAL_LIMBA_2	0	phoible	NA	NA	NA	0	9.47	-12.29
lig	765	ligbi	AA	38	22	14	2	Mande	19000	3.52	Africa	LIGBI	1	phoible	NA	NA	NA	2	8	-2.57
lij	multiple	Ligurian (Miogliola)	multiple	45	24	21	0	Indo-European	508210	4.133	W and SW Eurasia	LIGURIAN_GENOESE,LIGURIAN_RAPALLO,LIGURIAN_STELLA	0	phoible	NA	NA	NA	0	44.42	8.95
lik	1334	Lika	GM	45	33	9	3	Atlantic-Congo	60000	3.757	Africa	LILIKO	1	phoible	NA	NA	NA	3	2.08	27.58
lin	768	lingala	AA	22	15	7	0	Atlantic-Congo	2260520	3.564	Africa	C36d_LINGALA_2,LINGALA,LINGALA_2	0	phoible	NA	NA	NA	0	2	18.5
lip	1326	Likpe	GM	33	21	9	3	Atlantic-Congo	23000	4.15	Africa	LIKPE	1	phoible	NA	NA	NA	3	7.35	0.52
lis	multiple	Lisu	multiple	40.5	28.5	9	4	Sino-Tibetan	942700	3.205	S/SE Asia	LISU,LISU_2	1	phoible	NA	NA	NA	4	26	98
lit	multiple	Lithuanian	multiple	52.6	39.4	13.2	0.22	Indo-European	2979700	5.319	W and SW Eurasia	LITHUANIAN,LITHUANIAN_2	1	phoible	NA	NA	NA	0	55	24
liv	multiple	Livonian (Vidzeme)	multiple	31	23	8	0.5	Uralic	NA	4.1	N-C Asia	LIVE,LIVONIAN	1	phoible	NA	NA	NA	0	56.83	24
lks	1446	Olukisa	GM	38	24	10	4	Atlantic-Congo	137000	3.7	Africa	J321_KISA	1	phoible	NA	NA	NA	4	0.3	34.5
lkt	75	Dakota	SPA	36	27	9	0	Siouan	2100	3.969	E N America	LAKHOTA,LAKOTA	0	phoible	lkt	1	0	0	43.83	-101.83
llc	1516	Lele	GM	28	19	7	2	Mande	23000	3.3	Africa	LELE_GUINEA	1	phoible	NA	NA	NA	2	9.25	-10.05
lln	multiple	lele	multiple	36	23	10	3	Afro-Asiatic	26000	4.027	Africa	LELE_CHAD	1	phoible	NA	NA	NA	3	9.08	15.58
lmc	2643	Limilngan	ER	25	22	3	0	Limilngan-Wulna	NA	5.788	Australia	LIMILNGAN	0	phoible	NA	NA	NA	0	-12.5	131.92
lme	NA	NA	NA	NA	NA	NA	NA	Afro-Asiatic	35720	3.85	Africa	PEVE_LAME,PEVE_PALA	1	wals	lam	3	1	NA	9	14.5
lmn	multiple	Banjara	multiple	41	27	14	0	Indo-European	4150000	3.908	W and SW Eurasia	LAMANI	0	phoible	NA	NA	NA	0	17	77
lmp	multiple	limbum	multiple	40.25	26.25	12.5	1.5	Atlantic-Congo	130000	2.91	Africa	LIMBUM,LIMBUM_2	1	phoible	NA	NA	NA	2	6.55	10.8
lnb	1502	Mbalanhu	GM	31	23	6	2	Atlantic-Congo	300	3.114	Africa	MBALANHU	1	phoible	NA	NA	NA	2	-17.5	15
lns	804	nsoʼ	AA	45	26	12	7	Atlantic-Congo	240000	3.047	Africa	LAMNSOQ,LAMNSOQ_2	1	phoible	NA	NA	NA	7	6.17	10.75
log	1294	Logo	GM	39	27	9	3	Central_Sudanic	210000	3.33	Africa	LOGO,LOGO_10,LOGO_2,LOGO_3,LOGO_4,LOGO_5,LOGO_6,LOGO_7,LOGO_8,LOGO_9	1	phoible	NA	NA	NA	3	3.5	30
loh	1493	Laarim	GM	34	22	9	3	Surmic	3620	4.4	Africa	NARIM_LARIM	1	phoible	NA	NA	NA	3	4.26	33.46
lok	764	lɔkɔ	AA	25	18	7	0	Mande	178000	3.964	Africa	LOKO,LOKO_2	0	phoible	NA	NA	NA	0	9.33	-12.08
lol	1277	mongo-nkundu	GM	56	45	7	4	Atlantic-Congo	400000	3.241	Africa	KONDA_TWELIA,LOMONGO,MONGO,MONGO_LOSAKANI_NTOMBA,MONGO_OPALA	1	phoible	NA	NA	NA	4	0	21
lom	multiple	lɔgɔmagooi	multiple	46.5	24.5	21	1	Mande	266000	3.575	Africa	LOMA,LOMA_LIBERIA	1	phoible	NA	NA	NA	1	8.06	-9.7
lor	827	téén	AA	38	28	10	0	Atlantic-Congo	8100	4.533	Africa	LORHON	0	phoible	NA	NA	NA	0	9.63	-3.24
loy	multiple	gLo Tibetan	multiple	42.5	35	7.5	0.67	Sino-Tibetan	7500	3.237	S/SE Asia	LOWA	1	phoible	NA	NA	NA	1	28.83	83.83
lrg	2642	Larrakia	ER	24	18	6	0	Larrakiyan	14	5.903	Australia	LARRAKIA	0	phoible	NA	NA	NA	0	-12.67	130.83
lsm	1489	Lusaamia	GM	34	20	10	4	Atlantic-Congo	650000	4.386	Africa	SAMIA	1	phoible	NA	NA	NA	4	0.5	34
lti	1681	Leti	GM	22	10	12	0	Austronesian	7500	3.721	S/SE Asia	LETINESE	0	phoible	NA	NA	NA	0	-8.2	127.67
ltz	multiple	Luxembourgish	multiple	47	25	22	0	Indo-European	391200	4.051	W and SW Eurasia	LUXEMBOURGISH	0	phoible	NA	NA	NA	0	49.83	6.17
lua	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	6360000	3.338	Africa	L31a_LUBA_KASAYI,LUBA	1	wals	cil	2	1	NA	-6	22
luc	1425	Aringa	GM	49	35	9	5	Central_Sudanic	495000	3.324	Africa	ARINGA,ARINGA_2	1	phoible	NA	NA	NA	5	3.65	31.2
lue	146	Luvale	SPA	36	22	10	4	Atlantic-Congo	635000	3.793	Africa	K14_LWENA_1,K14_LWENA_2,LUVALE	1	phoible	luv	2	1	4	-12	22
lug	770	luganda	AA	33	19	10	4	Atlantic-Congo	5564750	3.969	Africa	GANDA,J15_GANDA,LUGANDA	1	phoible	NA	NA	NA	4	0.5	32
lui	94	Luiseno	SPA	34	23	11	0	Uto-Aztecan	NA	4.487	W N America	LUISENO	0	phoible	lui	1	0	0	33.33	-117.17
lul	1314	Lulubo	GM	46	34	9	3	Central_Sudanic	15000	3.244	Africa	LULUBA,LULUBO_OLUBO	1	phoible	NA	NA	NA	3	4.58	31.63
luo	multiple	Luo	multiple	36.5	24.5	9	3	Nilotic	4229000	3.7	Africa	LUO,LUO_2	1	phoible	luo	2	1	3	-0.5	34.75
lus	1760	Lushai	RA	43	33	6	4	Sino-Tibetan	687750	3.475	S/SE Asia	LUSHAI	1	phoible	NA	NA	NA	4	23.17	92.83
lut	NA	NA	NA	NA	NA	NA	0	Salishan	NA	4.829	W N America	LUSHOOTSEED	0	wals	lus	1	0	NA	48	-122
luz	353	Southern Luri	EA	NA	NA	NA	0	Indo-European	875000	3.639	W and SW Eurasia	LURI	0	phoible	NA	NA	NA	0	33.5	48.5
lvk	NA	NA	NA	NA	NA	NA	0	Lavukaleve	1780	4.297	NG and Oceania	LAVUKALEVE	0	wals	lav	1	0	NA	-9.08	159.2
lvs	multiple	Latvian (Standard)	multiple	42	26	16	1	Indo-European	1551920	4.544	W and SW Eurasia	LATVIAN,LATVIAN_2	1	phoible	NA	NA	NA	1	57	24
lwo	1432	Luwo	GM	32	19	10	3	Nilotic	80000	3.329	Africa	GIUR	1	phoible	NA	NA	NA	3	8	28
lzz	multiple	Laz (Borçka)	multiple	36.8	31.4	5.4	0	Kartvelian	22000	4.385	W and SW Eurasia	LAZ	0	phoible	NA	NA	NA	0	41.5	41.5
mad	1691	Madurese	GM	35	27	8	0	Austronesian	6770900	4.371	S/SE Asia	MADURESE	0	phoible	NA	NA	NA	0	-7	113.5
mai	multiple	Maithili	multiple	46.5	30	16.5	0	Indo-European	33890000	3.792	W and SW Eurasia	MAITHILI	0	phoible	NA	NA	NA	0	26	86
mak	1677	Makassar	GM	23	18	5	0	Austronesian	2530000	4.737	S/SE Asia	MAKASAR,MAKASSARESE	0	phoible	NA	NA	NA	0	-5.42	119.6
mal	multiple	Malayalam	multiple	48	34	14	0	Dravidian	35247100	4.967	S/SE Asia	MALAYALAM,MALAYALAM_2,MALAYALAM_3	0	phoible	NA	NA	NA	0	10	76.5
maq	99	Mazateco	SPA	38	26	8	4	Otomanguean	1500	4.287	C America	MAZATEC_CHIQUIHUITLAN,SAN_JUAN_CHIQUIHUITLAN	1	phoible	mzc	3	1	4	17.75	-96.92
mar	multiple	Marathi	multiple	55	42	13	0	Indo-European	71796800	3.987	W and SW Eurasia	MARATHI,MARATHI_2	0	phoible	NA	NA	NA	0	19	76
mas	154	Maasai	SPA	43	21	18	4	Nilotic	1524000	5.487	Africa	MAASAI	1	phoible	maa	2	1	4	-3	36
maw	multiple	mampruli	multiple	34	23	10	1	Atlantic-Congo	326000	4.233	Africa	MAMPRULI	1	phoible	NA	NA	NA	1	10.33	-0.67
max	1689	North Maluku Malay	GM	27	21	6	0	Austronesian	1000000	4.364	S/SE Asia	TERNATE_PASAR	0	phoible	NA	NA	NA	0	-1	128.33
maz	98	Mazahua	SPA	63	45	15	3	Otomanguean	74000	3.948	C America	MAZAHUA,MAZAHUA_CENTRAL,TEMASCALCINGO_MAZAHUA	1	phoible	maz	2	1	3	19.35	-99.9
mbl	NA	NA	NA	NA	NA	NA	0	Nuclear-Macro-Je	1270	4.797	S America	MAXAKALI	0	wals	max	1	0	NA	-18	-40
mbo	multiple	mboó	multiple	34	20	11.33	2.67	Atlantic-Congo	45000	2.831	Africa	EHO_MBO,MBO,MBO_2,NLA_MBO,NLE_MBO	1	phoible	NA	NA	NA	3	5.23	9.85
mcp	783	mekaa	AA	55	30	21	4	Atlantic-Congo	80000	3.486	Africa	MAKAA,MAKAA_2	1	phoible	NA	NA	NA	4	3.42	12.25
mcs	1054	Mambay; Mambai	PH	54	26	24	4	Atlantic-Congo	14000	4	Africa	MAMBAI	1	phoible	NA	NA	NA	4	9.5	13.92
mcu	multiple	mambila	multiple	37.5	22	11.5	4	Atlantic-Congo	30000	3.054	Africa	MAMBILA_ATTA	1	phoible	mla	3	1	4	6.75	11.5
mda	1284	mada	GM	41	23	13	5	Atlantic-Congo	100000	3.504	Africa	GBUGYAR,KEJA,MADA,NCEKPE,NCO,NDEYWAN,NJIGBAN,RIJA,RINZE	1	phoible	NA	NA	NA	5	8.75	8.25
mdd	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	51100	3.528	Africa	MBUM	1	wals	mbm	2	1	NA	7.75	13.17
mde	NA	NA	NA	NA	NA	NA	NA	Maban	296000	4.184	Africa	MABA_CHAD	1	wals	mab	2	1	NA	13.75	20.83
mdf	multiple	Moksha (Standard)	multiple	40.5	34	6.5	0	Uralic	2030	4.013	N-C Asia	MOKSCHA_MORDWINISCH,MOKSHA	0	phoible	NA	NA	NA	0	54	44
mdj	778	mangbetu	AA	47	36	9	2	Central_Sudanic	620000	4.919	Africa	MANGBETU,MANGBETU_2	1	phoible	NA	NA	NA	2	2.5	26.5
mdm	1488	Mayogo	GM	46	33	10	3	Atlantic-Congo	100000	3.578	Africa	MAYOGO,MAYOGO_2,MAYOGO_3,MAYOGO_4,MAYOGO_5	1	phoible	NA	NA	NA	3	3.17	28.17
mdx	NA	NA	NA	NA	NA	NA	NA	Dizoid	35950	3.638	Africa	DIZI,DIZI_2,MAJI	1	wals	diz	3	1	NA	6.2	35.6
mec	2679	Marra	ER	23	19	4	0	Mangarrayi-Maran	5	6.076	Australia	MARA	0	phoible	NA	NA	NA	0	-15	135.17
men	784	mende	AA	34	23	7	4	Mande	1976000	3.742	Africa	MENDE,MENDE_2	1	phoible	NA	NA	NA	4	7.83	-11.5
mep	2673	Miriwoong	ER	20	16	4	0	Jarrakan	12	6.406	Australia	MIRIWUNG	0	phoible	NA	NA	NA	0	-15.67	129
meq	1584	Mere	GM	44	33	8	3	Afro-Asiatic	10000	4.774	Africa	MEREY	1	phoible	NA	NA	NA	3	10.75	14.08
mer	1641	Kimeru	GM	27	17	10	0	Atlantic-Congo	1660000	3.727	Africa	MERU,MERU_2,MERU_3	0	phoible	NA	NA	NA	0	0.25	37.65
mev	1518	Mano	GM	39	22	14	3	Mande	390000	2.71	Africa	MANN,MANO_MANN,MANO_MANN_2	1	phoible	NA	NA	NA	3	7	-9
mfc	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	36100	3.281	Africa	MBA,MBA_2	1	wals	mba	3	1	NA	1	25
mfi	1585	Mandara	GM	52	45	5	2	Afro-Asiatic	43500	4.893	Africa	MALGWA_WANDALA,WANDALA	1	phoible	NA	NA	NA	2	11.15	14
mfn	781	mbembe	AA	37	28	7	2	Atlantic-Congo	100000	3.671	Africa	CROSS_RIVER_MBEMBE,CROSS_RIVER_MBEMBE_2,CROSS_RIVER_MBEMBE_3,MBEMBE	1	phoible	NA	NA	NA	2	8.32	6.15
mfo	1285	mbe	GM	37	26	7	4	Atlantic-Congo	65000	2.971	Africa	MBE	1	phoible	NA	NA	NA	4	6.58	8.83
mfr	2639	Marrithiyel	ER	24	20	4	0	Western_Daly	56	5.393	Australia	MARITHIEL	0	phoible	NA	NA	NA	0	-13.83	130
mfz	1316	Mabaan	GM	45	19	22	4	Nilotic	90000	4.316	Africa	MABAAN	1	phoible	NA	NA	NA	4	9.75	33.75
mgc	1424	Morokodo	GM	54	42	10	2	Central_Sudanic	50000	4	Africa	MOROKODO	1	phoible	NA	NA	NA	2	5.51	30.02
mgd	1293	Moru	GM	38	26	9	3	Central_Sudanic	70000	3.4	Africa	AGI,ANDRI,BALIMBA,KEDIRU,LAKAMADI,MIZA,MORU,MORU_2,MORU_3,MORU_4,MORU_5,MORU_6,MORU_7,WADI	1	phoible	NA	NA	NA	3	4.75	29.75
mgi	899	Jili	PH	48	29	16	3	Atlantic-Congo	50000	3.638	Africa	JILI	1	phoible	NA	NA	NA	3	8.5	8.33
mgr	1289	cilungu	GM	36	19	10	7	Atlantic-Congo	213680	4.013	Africa	MAMBWE,MAMBWE_LUNGU,MAMBWE_LUNGU_2	1	phoible	NA	NA	NA	7	-9.08	31.17
mgw	1266	matuumbi	GM	23	15	5	3	Atlantic-Congo	227000	3.865	Africa	KIMATUUMBI,MATUUMBI	1	phoible	NA	NA	NA	3	-8.5	39
mhe	multiple	Mah Meri	multiple	58	30	28	0	Austroasiatic	2990	4.059	S/SE Asia	MAH_MERI	0	phoible	NA	NA	NA	0	2.83	101.5
mhg	2667	Marrgu	ER	26	23	3	0	Marrku-Wurrugu	NA	5.444	Australia	MARGU	0	phoible	NA	NA	NA	0	-11.08	132.58
mhi	807	pandikeri	AA	38	24	10	4	Central_Sudanic	311000	2.994	Africa	LOKAI,MAADI,MAADI_2,MAADI_3,MAADI_4,PANDIKERI	1	phoible	NA	NA	NA	4	3.25	31.5
mhj	NA	NA	NA	NA	NA	NA	0	Mongolic	NA	4	W and SW Eurasia	MOGHOL	0	wals	mog	1	0	NA	35	62
mhk	946	Mungaka	PH	33	21	9	3	Atlantic-Congo	50100	3.111	Africa	MUNGAKA,MUNGAKA_2,MUNGAKA_3,MUNGAKA_4,MUNGAKA_5,MUNGAKA_6	1	phoible	NA	NA	NA	3	5.92	10
mhr	multiple	Cheremis	multiple	30.6	21.6	9	0	Uralic	482000	3.754	N-C Asia	MEADOW_MARI,MEADOW_MARI_2,TSCHEREMISSISCH_URZUM	0	phoible	NA	NA	NA	0	57	48
mhw	1270	mbukushu	GM	29	22	7	0	Atlantic-Congo	49710	3.25	Africa	MBUKUSHU	0	phoible	NA	NA	NA	0	-18	22.83
mhz	NA	NA	NA	NA	NA	NA	NA	Austronesian	700	4.182	NG and Oceania	MOR	1	wals	mor	2	1	NA	-3	135.8
mif	multiple	mofu-gudur	multiple	42	35	6	1	Afro-Asiatic	90000	4.921	Africa	MOFU_GUDUR	1	phoible	NA	NA	NA	1	10.5	14
mig	100	Mixtec	SPA	32	19	10	3	Otomanguean	6000	3.872	C America	CHALCATONGO_MIXTEC	1	phoible	mxc	3	1	3	17.05	-97.57
mij	1617	Mungbam	GM	36	24	8	4	Atlantic-Congo	1850	3.217	Africa	ABAR,MISSONG	1	phoible	NA	NA	NA	4	6.58	10.25
min	1698	Minangkabau	GM	33	23	10	0	Austronesian	5530000	4.382	S/SE Asia	MINANGKABAU	0	phoible	NA	NA	NA	0	-1	101
mjg	multiple	Mongghul (Huzhu Monguor)	multiple	33	25	8	0	Mongolic	152000	3.759	N-C Asia	MONGUOR	0	phoible	mgg	1	0	0	36	102
mjt	multiple	Malto	multiple	34	24	10	0	Dravidian	61000	4.519	S/SE Asia	MALTO,SAURIA_PAHARIA	0	phoible	NA	NA	NA	0	24.81	87.64
mjw	multiple	Karbi (Mikir)	multiple	42	28	11	3	Sino-Tibetan	420000	3.565	S/SE Asia	KARBI	1	phoible	NA	NA	NA	3	26.33	93.5
mkd	multiple	Macedonian (Standard)	multiple	32	26	6	0	Indo-European	1614140	3.981	W and SW Eurasia	MACEDONIAN,NASHTA	0	phoible	NA	NA	NA	0	41.67	21.75
mkm	1672	Moklen	GM	46	19	27	0	Austronesian	1500	4.447	S/SE Asia	MOKLEN	0	phoible	NA	NA	NA	0	8.5	98.25
mkn	1687	Kupang Malay	GM	25	19	6	0	Austronesian	350000	4.324	S/SE Asia	KUPANG_MALAY	0	phoible	NA	NA	NA	0	-10.18	123.58
mkv	2202	Mavea	UZ	24	19	5	0	Austronesian	41	4.056	S/SE Asia	MAFEA	0	phoible	NA	NA	NA	0	-15.4	167.23
mky	1682	Makian, East (Taba)	GM	23	18	5	0	Austronesian	20000	3.867	S/SE Asia	EAST_MAKIAN,MAILOA,NGOFAGITA,NGOFAKIAHA,SAKETA,SOMA,TAHANE,WOSI	0	phoible	tab	1	0	0	0	127.5
mlf	986	Mal	PH	41	17	22	2	Austroasiatic	26700	3.286	S/SE Asia	MAL	1	phoible	NA	NA	NA	2	19.33	101.25
mlq	776	mande	AA	27	20	7	0	Mande	1733000	3.586	Africa	MALINKE,MALINKE_WESTERN_MANINKA	0	phoible	NA	NA	NA	0	13	-11
mlr	1595	Vame	GM	46	38	5	3	Afro-Asiatic	8500	4.333	Africa	VAME	1	phoible	NA	NA	NA	3	10.93	14.22
mls	1565	Masalit	GM	45	31	10	4	Maban	440000	4.321	Africa	MASALIT	1	phoible	NA	NA	NA	4	13.33	22
mlt	multiple	Maltese	multiple	45	34.5	10.5	0	Afro-Asiatic	482880	4.487	Africa	MALTESE,MALTESE_ARABIC	0	phoible	NA	NA	NA	0	35.92	14.42
mlw	1409	Moloko	GM	47	31	10	6	Afro-Asiatic	10000	4.415	Africa	MELOKWO,MELOKWO_2,MOLOKO	1	phoible	NA	NA	NA	6	10.77	14.25
mmr	369	Xong	EA	NA	NA	NA	8	Hmong-Mien	820000	3.032	S/SE Asia	JIWEI_HMONG,LAYIPING_HMONG,WESTERN_XIANGXI_HMONG,XIANGXI_HMONG	1	phoible	NA	NA	NA	8	28.33	109.43
mmu	1596	Numala	GM	34	23	9	2	Atlantic-Congo	8000	3.25	Africa	A60_MMAALA,MMALA	1	phoible	NA	NA	NA	2	4.5	11.08
mnf	791	mundani	AA	41	23	14	4	Atlantic-Congo	34000	2.444	Africa	MUNDANI	1	phoible	NA	NA	NA	4	5.67	9.92
mnh	1143	Mono	PH	44	33	8	3	Atlantic-Congo	65000	3.73	Africa	MONO_CONGO	1	phoible	NA	NA	NA	3	4	19
mni	multiple	Manipuri	multiple	35.5	26	7	2.5	Sino-Tibetan	1485000	3.243	S/SE Asia	MEITEI	1	phoible	mei	2	1	2	24.75	94
mnj	multiple	Munji	multiple	44	35	9	0	Indo-European	5300	4.029	W and SW Eurasia	MUNJANI	0	phoible	NA	NA	NA	0	38.39	71.11
mnk	1126	Mandingo	PH	34	19	10	5	Mande	1325000	3.6	Africa	MANDINKA,MANDINKA_2,MANDINKA_3,MANDINKA_4,MANDINKA_6	1	phoible	NA	NA	NA	5	13.42	-16
mns	multiple	Northern Mansi (Sośva)	multiple	31	20	11	0	Uralic	940	4.088	N-C Asia	MANSI,NORTHERN_MANSI	0	phoible	NA	NA	NA	0	62	62
mnw	477	Mon	EA	NA	NA	NA	0	Austroasiatic	851000	3.727	S/SE Asia	MON,MON_2,MON_NONG_DUU	0	phoible	NA	NA	NA	0	14.83	100.5
moa	790	muan	AA	39	21	12	6	Mande	20000	2.65	Africa	MWAN,MWAN_2	1	phoible	NA	NA	NA	6	7.9	-5.95
mor	NA	NA	NA	NA	NA	NA	NA	Heibanic	30000	4.256	Africa	MORO	1	wals	mro	2	1	NA	11	30.17
mos	789	moore	AA	43	17	24	2	Atlantic-Congo	6469300	4.369	Africa	MOORE,MOORE_2	1	phoible	NA	NA	NA	2	12.83	-1.25
mpb	2633	Malak-Malak	ER	19	14	5	0	Northern_Daly	8	4.931	Australia	MULLUKMULLUK	0	phoible	mlk	1	0	0	-13.42	130.42
mpc	2682	Mangarrayi	ER	22	17	5	0	Mangarrayi-Maran	15	4.946	Australia	MANGARAYI	0	phoible	myi	1	0	0	-14.67	133.5
mph	multiple	Maung	multiple	23	18	5	0	Iwaidjan_Proper	260	5.075	Australia	MAWNG	0	phoible	mau	1	0	0	-11.92	133.5
mpi	1597	Kotoko	GM	40	30	6	4	Afro-Asiatic	16000	3.539	Africa	MAKARY_KOTOKO	1	phoible	NA	NA	NA	4	12.5	14.5
mpj	multiple	Kartujarra	multiple	23.25	17.75	5.5	0	Pama-Nyungan	860	5.586	Australia	MANTJILTJARA,MARTU_WANGKA,YULPARIJA	0	phoible	NA	NA	NA	0	-22.67	125.08
mps	NA	NA	NA	NA	NA	NA	NA	Teberan	10000	4.189	NG and Oceania	DARIBI,TEBERA	1	wals	dad	2	1	NA	-6.55	144.58
